author_name,rating,published_at,text,author_image_url
Mariama Cantik,5.0,3 bulan lalu,"Tempatnya luassssssss, nyamannnn bngttt",https://lh3.googleusercontent.com/a/ACg8ocI84e13EblNEKp4obw9L491eI3lfQKkd77uZnzBKujLeJbTGQ=w36-h36-p-rp-mo-br100
Yufan Kurniawan,5.0,4 bulan lalu,Sistemnya pemesanan sudah lebih baik Dari yang di Sumatra,https://lh3.googleusercontent.com/a-/ALV-UjWF3n0xwaNVoZauSXi0aSi1-o6pFmLy5PjsGf3Q02yiqqrOBm4=w36-h36-p-rp-mo-br100
viraa,5.0,seminggu lalu,pelayanannya bagus,https://lh3.googleusercontent.com/a-/ALV-UjU1I6n6zzSOlcIJfqk7KhgCx9dfI_qvRAwooTRPlpLUBORCw35z=w36-h36-p-rp-mo-br100
Totok Haryanto,5.0,5 bulan lalu,"Pelayanan cepat,makanan tetap enak",https://lh3.googleusercontent.com/a/ACg8ocL82UolUYEyar39Nagh-pKi8ik3wNOOj5gpoyq0LEXnNfYdow=w36-h36-p-rp-mo-br100
FARAH LIA,5.0,3 bulan lalu,"Mie Gacoan di PB Sudirman lebih luas, nyaman dan bagus enak bgt",https://lh3.googleusercontent.com/a-/ALV-UjWiG6_X3ObFI8HEKuvNUJTUOCwtwR_rNEboVaXEOilNX1J66giJ=w36-h36-p-rp-mo-br100
andi hariyanto,3.0,Diedit sebulan lalu,Ribet bener mau pesen makanan bagi yg gaptek,https://lh3.googleusercontent.com/a-/ALV-UjXhyfxNHSCROrhJgyg1f1AdXHBOuqMWbzSIqhqSWObeYvqOKK4o=w36-h36-p-rp-mo-ba2-br100
Elsaday Sihombing,5.0,seminggu lalu,Gacoan emang senagih ituuuuuuuuu,https://lh3.googleusercontent.com/a-/ALV-UjWmkRmxxPaVTDN18IP13GOaJH6kcdz8m_XICgp4Bj0Pgdit1vB_=w36-h36-p-rp-mo-br100
Zaki_Gufroni,2.0,5 bulan lalu,Pesen hampir sejam blm nyampe pdhal cm ke JK,https://lh3.googleusercontent.com/a-/ALV-UjUUHGC5Nfu0TLnB55TgELsKLlciU-pGzI5Y3Y_KPhPAK3u5HBNB=w36-h36-p-rp-mo-ba3-br100
Nabila Nur Aisyah,1.0,2 bulan lalu,Udang kejunya enak,https://lh3.googleusercontent.com/a-/ALV-UjVx9V911e_kywVWp0vsx-5ytsDPTdZfUy5hwCtUHmBVdLP-N5iw=w36-h36-p-rp-mo-br100
Donato JL Kalimantan,4.0,3 bulan lalu,Gak dapat sumpit😌 …,https://lh3.googleusercontent.com/a/ACg8ocK9UwplVnVKhAdkve5q8t32SE06iVzWJgVUCzSHsL5RMK2NHw=w36-h36-p-rp-mo-br100
Yayuk Ernawati,5.0,2 bulan lalu,untuk suasananya nyaman dan layanannya juga bagus,https://lh3.googleusercontent.com/a-/ALV-UjVRoP-OYFCj04EkuCzObKjMw1tsNEU01Sed4Ye831RrrqmDbzkO=w36-h36-p-rp-mo-br100
Heny Susanti,5.0,2 bulan lalu,Pelayan bagus dan sangat ramah...,https://lh3.googleusercontent.com/a/ACg8ocKNJRfN8Bexo7pX4cKR3Xge3JkEX_ZUWiyiTt_dQ4Kdpl22vQ=w36-h36-p-rp-mo-br100
Garry Prihantono,5.0,2 bulan lalu,"Cukup, konsisten kan pelayanan nyaa",https://lh3.googleusercontent.com/a-/ALV-UjUQCZIUafgqzs6YN7Uj6awRufE0uIv49zXYmtTd2ugaDJKVSLk=w36-h36-p-rp-mo-br100
Nafisah Azhana,5.0,4 bulan lalu,👍👍👍 …,https://lh3.googleusercontent.com/a/ACg8ocLZGijUqYdzwaV_Dng0sznG_1m4IYHhSq6GPSeAWnuGdA4uGQ=w36-h36-p-rp-mo-br100
Andika 11,1.0,5 bulan lalu,pelayanan super lama padahal jam 1 malem,https://lh3.googleusercontent.com/a-/ALV-UjWiFTX-Y70UduZDr74_OO0ZLdYN5e3LL9f1pYvzf67-jT_x-0WU=w36-h36-p-rp-mo-br100
Devito Andreas,5.0,3 bulan lalu,"Pelayanan bagus,makanan fresh",https://lh3.googleusercontent.com/a/ACg8ocLP5TG8Ze8Vgzl64dkoH9OWfKxKUJqvVna9hB22vO6t7PlwlQY=w36-h36-p-rp-mo-br100
M. SAIFUDIN R.H,1.0,5 bulan lalu,"Lama sekali, percuma SPV banyak tapi lama lelet",https://lh3.googleusercontent.com/a-/ALV-UjUTQTdDzJ1MgwZMa0C58Bl7-u133-CJRQs41ZFWnWS5X-QlYa4F=w36-h36-p-rp-mo-br100
Kharisma Ilhami,5.0,Diedit 4 bulan lalu,"keren sudah mulai kondusif untuk online ordernya, mantap",https://lh3.googleusercontent.com/a-/ALV-UjUdJa51jri8eKHIbta_PnDqNcATDt2nNOLRm9fd5Cx2HEr394yI=w36-h36-p-rp-mo-br100
Laili khadratul Jamil,5.0,2 bulan lalu,Pelayanan nya cepat,https://lh3.googleusercontent.com/a-/ALV-UjXJWN2J9m-hjLRzsmm7Pv_v-_fztLjCWoj729W6K84zdCCtNJg=w36-h36-p-rp-mo-br100
Carisa Azzahra,5.0,sebulan lalu,pelayanannya enak,https://lh3.googleusercontent.com/a/ACg8ocL8naMK5nn1pY26TVqONz8ekm6ZndRG0EuhTcrvuPlF9FB6lQ=w36-h36-p-rp-mo-br100
Bilqhiz Marsya,5.0,3 bulan lalu,pelayanannya cepat dan sangatt ramah,https://lh3.googleusercontent.com/a/ACg8ocKCKRwXVWuJ-rgYfIbtsJ_Dj2HYVvmQX2mwHueg8PqQI8A2Yg=w36-h36-p-rp-mo-br100
Faidatul Ulin,5.0,4 bulan lalu,"pelayanan jam 01:30 bagus, cepat",https://lh3.googleusercontent.com/a/ACg8ocIr_KmX0mFYEemNXGfz3lalCHvRA1mDz1lyEHiYqe9TzfD5kkM=w36-h36-p-rp-mo-br100
Abduh,1.0,5 bulan lalu,"Orang dalam didulukan, reguler dilamain, tlg jangan pilih kasih",https://lh3.googleusercontent.com/a/ACg8ocKqNWkh-LSWXBdZRrSCoFRu8M0NVEki0bFjRQes_jVAbb0C3A=w36-h36-p-rp-mo-br100
Kristina Ersinalsal,5.0,3 bulan lalu,mba iklimatul sangat ramah dan baik hati 🥰 …,https://lh3.googleusercontent.com/a/ACg8ocIiT1t8fSI7igP4NACu8gpInzv-j41o9iXf2YJz1hpnaJ2SVQ=w36-h36-p-rp-mo-br100
Muhammad Abdul,5.0,3 bulan lalu,"Tempatnya enak bangett,luass",https://lh3.googleusercontent.com/a/ACg8ocJT1GlxQFU03RIPRSUC_kmwZg81gLTmTkItRqiIyikImjK72Q=w36-h36-p-rp-mo-br100
dwi setyarini,5.0,2 bulan lalu,"Murah, enak, pelayanan ramah",https://lh3.googleusercontent.com/a-/ALV-UjUQpyVWGkC36-RSYQyZ33gQfK1qf4x6TWt26Zcx3CZSn2ndGSY=w36-h36-p-rp-mo-br100
Firhan ali Yahya,1.0,4 bulan lalu,Mie 3 bungkus sampe sejam belum jadi,https://lh3.googleusercontent.com/a-/ALV-UjWMZSLKUfik_YTF72ujXG_4cbJ1Qmf2t4TsA1hpNWJsWx_XJgpA=w36-h36-p-rp-mo-ba3-br100
Maulida Aini Mahbubah,4.0,2 bulan lalu,kasir khansa harap ramah ke customer ☺,https://lh3.googleusercontent.com/a/ACg8ocI6lZ6-Wqh5VY2ghTmdJ1-_O83KqkLSo0ffJi733wUtcs--H_02=w36-h36-p-rp-mo-br100
rachmawati nurulaini,5.0,3 bulan lalu,tempatnya lebih nyaman dan pelayanannya lebih cepat,https://lh3.googleusercontent.com/a/ACg8ocJNUPdWD-pDll1gteYLAOfLC0HF7ekm3igbzugPoUoBE9ZpHg=w36-h36-p-rp-mo-br100
imelga,1.0,5 bulan lalu,"sui pelayanan e, fomo gacoan jadie lelet, gara ga mud",https://lh3.googleusercontent.com/a/ACg8ocIvOrsmntSFXXg2I7ljUXgwe0BWjwoqJG34thWQSxo7l03zkrIK=w36-h36-p-rp-mo-br100
Angga Novriyanto,1.0,3 bulan lalu,Pesan lewat aplikasi gk bisa nambah saos,https://lh3.googleusercontent.com/a/ACg8ocKKvO1S5CIB-7gJAw92EyNov63tedQYwjkFRIyjxkJPGa-I=w36-h36-p-rp-mo-br100
jundi fi,5.0,2 bulan lalu,Pelayanan nya sangat memuaskan,https://lh3.googleusercontent.com/a/ACg8ocJxdjl4kogIsJT-Yco8Z5qVaDkF_gy1MN9ObnlV9vSIy713xA=w36-h36-p-rp-mo-br100
Muflihatul Lailiyah,4.0,3 bulan lalu,tempatnyaa nyaman makanannya enak,https://lh3.googleusercontent.com/a/ACg8ocKey5PBY2lBMLgazYOZdp4I5kugCdHlaRNztMFLhgM_E3Cb9w=w36-h36-p-rp-mo-br100
Bachtiar Dwi Pramudi,5.0,3 bulan lalu,"pelayanan nya cepat, lopyu
anjay",https://lh3.googleusercontent.com/a-/ALV-UjUNTIYIgQ7__sqewcJPWq0ggX38wF50r1VZMLdwmsJYAEpTLSUk=w36-h36-p-rp-mo-br100
intan balqis,5.0,3 bulan lalu,"pelayanan cepatt, tempatnya nyaman",https://lh3.googleusercontent.com/a/ACg8ocI0hAmO8LPZJ6XxJaKQSv-N_wFOqNG4cKZe3nqOfa_qK1hLYQ=w36-h36-p-rp-mo-br100
Asyfa Firtalocca,5.0,3 bulan lalu,enak banget mie nya,https://lh3.googleusercontent.com/a-/ALV-UjXuODZ5vczogfGm0eX4qHUkJ_oreIJnC0640nt_KGg1t7wgmSo=w36-h36-p-rp-mo-br100
Maya Puspitasari,5.0,sebulan lalu,"Tempatnya nyaman dan aman untuk anak""",https://lh3.googleusercontent.com/a-/ALV-UjWIbT1jk-1iHeWHPj0IjGNiS5vpUJ0H95tlmi2YxgRtDdEQlrck=w36-h36-p-rp-mo-br100
Romli Herianto,5.0,4 bulan lalu,Pelayanan cepat,https://lh3.googleusercontent.com/a/ACg8ocJtAt7cghSndkdiaXU_UtrevNjinmxNdlzWtrIq15iACh19ww=w36-h36-p-rp-mo-br100
Rina Puji,5.0,3 bulan lalu,"Makanannya enak, pelayanan juga enak, suasana enak",https://lh3.googleusercontent.com/a-/ALV-UjX8HmVuAOIgsGBG9StyseDGP7dvuBhkLu_EDctIF4ku-wDsos4=w36-h36-p-rp-mo-br100
Naila Nurun,5.0,sebulan lalu,Pelayanannya ramahh bangett,https://lh3.googleusercontent.com/a/ACg8ocJX-4xgJ4kbb7Sqp1G4CKPAwZ8XolwhDtD2rHR6EN53XDRtnw=w36-h36-p-rp-mo-br100
noval farisi,5.0,Diedit 4 bulan lalu,Jos lah,https://lh3.googleusercontent.com/a/ACg8ocJGB826PJCNsv_iH2h-x4Ne6Gh5JSQZcn7ZHsKiCgH_WlFydw=w36-h36-p-rp-mo-br100
Muhammad Fahrul,5.0,sebulan lalu,Pelayanan nya ramah dan cepat,https://lh3.googleusercontent.com/a/ACg8ocK8bHQvyvjC-YZVSwX_F7oQmjqQSBJVP7rguj9ej0hwJFQ-DQ=w36-h36-p-rp-mo-br100
Nisa Laila,5.0,2 bulan lalu,Mie gacoan jember,https://lh3.googleusercontent.com/a/ACg8ocJLfz7Q_9r7qmCFk1Y-t2eORQfx7DqARw5Eu5M0rmaihiSOZg=w36-h36-p-rp-mo-br100
heri waskito,5.0,seminggu lalu,"ENAKKKK BANGETTTT, 10/1000000000.",https://lh3.googleusercontent.com/a-/ALV-UjWp9s14iBbMNWImYaJ1oPjxJqklx06o79hP0tHfxRzT25YhyYWa=w36-h36-p-rp-mo-br100
Bunda Een,5.0,3 bulan lalu,Pelayanannya sangat ramah dan cepat,https://lh3.googleusercontent.com/a/ACg8ocKShmvMjEVZwY6bV2cwVg5P_6KYJevclGClAIKLse0n3mgxrw=w36-h36-p-rp-mo-br100
Hani Atur,5.0,2 bulan lalu,"Tempat higienis, bersih san nyaman",https://lh3.googleusercontent.com/a/ACg8ocJBLVUP40JWBxE2c1PiZSDirpX-EpehQY4vgUnImAIM9ZAVNg=w36-h36-p-rp-mo-br100
Muhammad Anis Sofian,5.0,5 bulan lalu,tambah luass dongg,https://lh3.googleusercontent.com/a-/ALV-UjXuO-XqtVuW-BDsdD8cNzhwtTfOZDJ7WB5dtB0ZzXqSmoBgdplA=w36-h36-p-rp-mo-br100
Hilmy Khoirussobir,5.0,3 bulan lalu,"tempatt baguss, luass, makanan enakk",https://lh3.googleusercontent.com/a-/ALV-UjWsUURUOVkjBOJwg5o8juPlySTlUHKw5nec8LydWIytqMAfLXA5BA=w36-h36-p-rp-mo-br100
fatimatus Soleha,5.0,4 bulan lalu,Tempat nyaman dan mienya enak polll,https://lh3.googleusercontent.com/a-/ALV-UjXOiwjYFe9Wqmr8CmaJcMn3_EFCWZUdpCntFKxW-xXYziXBx5-W=w36-h36-p-rp-mo-br100
Airin Safa,5.0,sebulan lalu,makanan nya enak,https://lh3.googleusercontent.com/a/ACg8ocL3fVeVKGOdizI-zorgmve3E8mgm2xSYOybcvbCS5BDnF7Iig=w36-h36-p-rp-mo-br100
Naksya Bandiyah,5.0,3 bulan lalu,mie nya enakk pelayanan nya oke🤩 …,https://lh3.googleusercontent.com/a/ACg8ocJ4ibCipfqceLJ8XK_M-yHnwwWEotpUvW9ou8oqzkRpAisZYw=w36-h36-p-rp-mo-br100
Novi sari wita Nainggolan,5.0,3 bulan lalu,Mie nya sangat sangat nikmat yang pernah aku makab,https://lh3.googleusercontent.com/a/ACg8ocLcfOKyFJDFjj5kWCzwlBbBayUA-Hux6YmnfkSaDQ2cMslD73E=w36-h36-p-rp-mo-br100
Ekaa puji Hranii,5.0,3 bulan lalu,pelayanan cepat dan sangat memuaskan,https://lh3.googleusercontent.com/a-/ALV-UjVvqL04ge7wkS_sQH77vHtdKwT45l1QPw047-RAyzB8d3t186dvBw=w36-h36-p-rp-mo-br100
Rini Pujiastuti,5.0,5 bulan lalu,Makanan enak pelayanan ramah,https://lh3.googleusercontent.com/a/ACg8ocJpl8yNDJtGYjrxGiE1j343x-AZ7dz1VStOYdI101Lv_jMnwUAP=w36-h36-p-rp-mo-br100
Anindya aw,5.0,3 bulan lalu,"kalo dateng pas malem, dingin loh",https://lh3.googleusercontent.com/a-/ALV-UjWr93F3HETPsfGJ4xaes30gFBiWbl5ETcX-P5xtwGc5dHjN1pQJ=w36-h36-p-rp-mo-ba3-br100
Alfan Jamil,5.0,4 bulan lalu,penyajian mantap,https://lh3.googleusercontent.com/a/ACg8ocKmzfUc0EIIUUuGno8SkvPm5dt-SWGEwCMZ9MVEPEE5s0LSeg=w36-h36-p-rp-mo-br100
Sylvia ilma,5.0,4 bulan lalu,Makanannya mantapppp,https://lh3.googleusercontent.com/a-/ALV-UjWEMDKJg_Sg_jUX5Y3MFywR9JAtPSqMLkx0wmKXzoN47_OqUPqK=w36-h36-p-rp-mo-br100
sulfaunsilah _,5.0,2 bulan lalu,Mienya enak dan pelayanan bagus,https://lh3.googleusercontent.com/a/ACg8ocLgNHmgRgIfgepRupQgU_jrWRag0mjXyfiAGvzn_x5MmWMWThoD=w36-h36-p-rp-mo-br100
Fitri Handayani,5.0,3 bulan lalu,Pelayanan cepat memuaskan ...,https://lh3.googleusercontent.com/a/ACg8ocLcBNRHhnn9pQQdFedaGEq3xwhWMIQ2xvFDvxNLKYVSKEHXvQ=w36-h36-p-rp-mo-br100
Ilham Kahfi Zarkasi,5.0,sebulan lalu,Rekomendasi untuk makan keluarga atau teman²,https://lh3.googleusercontent.com/a/ACg8ocJ3fI7QFKzzsKiu-C-79nI6kPiaW5rB0Z2Jk6EE4tDK4UqBWQ=w36-h36-p-rp-mo-br100
fatimah zahra,5.0,sebulan lalu,Seneng setiap liburan semester bisa ksini,https://lh3.googleusercontent.com/a/ACg8ocLpeBSPa2JqCvrhd8XdDd9qMGOL4Nv4i3t7QmbF7DlQJx-lng=w36-h36-p-rp-mo-br100
marfelia dwi maulidia,5.0,sebulan lalu,pelayanannya ramah dan cepatt,https://lh3.googleusercontent.com/a/ACg8ocK4FG4IHUqJEPPhTfbc8nuQWOWg5XZ1nG-TAn1R6BPO2OZ-QA=w36-h36-p-rp-mo-br100
Izza Rania,5.0,4 bulan lalu,Tempat Nyaman dan makanannya enakk👍 …,https://lh3.googleusercontent.com/a/ACg8ocIvGKasJfQ4hWmShsykflzSSJkZnZLTirjrkKqQGvy6jIUCXw=w36-h36-p-rp-mo-br100
Febri Bagus,5.0,3 bulan lalu,Tambah besar dan pelayannya sudah cepat,https://lh3.googleusercontent.com/a/ACg8ocIYJWr_I_EkfOpRPXU99xyaP7GM2a3hgzx_kZ_ZHnysPfVKhA=w36-h36-p-rp-mo-br100
Filzah Betrisia,5.0,4 bulan lalu,love you gacoan🎀😍 …,https://lh3.googleusercontent.com/a-/ALV-UjWePsl56O6idKcMOhiGyuLgZ8VVYCoLedgCGCzwQq42SoDVI4Rx=w36-h36-p-rp-mo-br100
Nazwa Amela,5.0,3 bulan lalu,Pelayanan nya cepat,https://lh3.googleusercontent.com/a-/ALV-UjW3-TaETmZH2nSyvm1YiT8qp8DpCTJe-chk4LvzX6Llx8vi4jEc=w36-h36-p-rp-mo-br100
Mell Xly,5.0,2 bulan lalu,"mie nya enak
pengantarannya cepat",https://lh3.googleusercontent.com/a/ACg8ocLxQjJ9jFPV34jcoQx-gz0pdJ4Vy5AGM_ayMpTO75v3zXyrOd8=w36-h36-p-rp-mo-br100
Kamhar Kamhar,5.0,3 bulan lalu,pelayanan nya sangat ramah,https://lh3.googleusercontent.com/a/ACg8ocJG_NHH64a6CMEtuTk10liTWeacEmzDHHolqEJZq--1D2RpAg=w36-h36-p-rp-mo-br100
Noorma mega Astinaningrum,5.0,2 bulan lalu,Pelayanan nya ramah dan cepat,https://lh3.googleusercontent.com/a-/ALV-UjUkGAGfGhP_5dqRAxAn4jChVNDxbxSb5Y92UUAnGQ-IWDTrxEan=w36-h36-p-rp-mo-br100
Kaila Farzana,5.0,seminggu lalu,cepat dan bersih,https://lh3.googleusercontent.com/a/ACg8ocKxuHerxrn9V3qheqrejeldab78F4aynWXTxoYLIhWRorxXqQ=w36-h36-p-rp-mo-br100
Miftahul Jannatus S,5.0,2 bulan lalu,Yang skrg enak bgtt tempatnya,https://lh3.googleusercontent.com/a-/ALV-UjVyDPcmBtHiYuz7i2q3hpEhYlUhGSZufwCfQj0vQIOtnJWe5MVcyQ=w36-h36-p-rp-mo-br100
Diah Ajah,5.0,2 bulan lalu,Puas banget deh,https://lh3.googleusercontent.com/a/ACg8ocKUy2IzvsO-EUyH-vINBrLH60ROD33cxqEFAgPMqnR2Qkl-2w=w36-h36-p-rp-mo-br100
Nadillah,5.0,3 bulan lalu,Sangat nyaman dan enakkk 🤗❤️‍🔥 …,https://lh3.googleusercontent.com/a/ACg8ocLxxqsilxU7ajLOXwLXhh9E1HqfkI3w0wpfPSN1CdVM1u79NQ=w36-h36-p-rp-mo-br100
Uffatu Zamyah,5.0,3 bulan lalu,"Mantappp,pelayanan sangat ramah",https://lh3.googleusercontent.com/a/ACg8ocIYLgNASC4-3KcnfkNCQpwaEDWyRe7qfXFtRH8pUl4VGqU20A=w36-h36-p-rp-mo-br100
RizkaAyu Ulandari16,5.0,3 bulan lalu,Pelayanan cepat mantap pokoknya,https://lh3.googleusercontent.com/a/ACg8ocI4BPfa4rG4rCZCHWxgMopd8GdOdAJIkPSJCgbiOAtJxN-0Pw=w36-h36-p-rp-mo-br100
18. Ifdan Tihan,5.0,4 bulan lalu,Mantab,https://lh3.googleusercontent.com/a-/ALV-UjXQ7I6cZbQuITUM2_v2CUygsMQlWwBpsUCrVRMNROxziiD9OeVt=w36-h36-p-rp-mo-br100
Hayi Pamungkas,5.0,5 bulan lalu,Luas bingit jadi banyak mejanya❤,https://lh3.googleusercontent.com/a/ACg8ocIE-Ru_LP3AonJs8QYmcMAgOZ4IlHy5aFWLA18vhp8dcxK9pQ=w36-h36-p-rp-mo-br100
sugeng budiyono,5.0,3 bulan lalu,enak banget nyam,https://lh3.googleusercontent.com/a/ACg8ocLCYn_FJm5Y5j39jikHOa91D5jxedzsl51NmoTzG9zl8poC1WCO=w36-h36-p-rp-mo-br100
AULIA DARODJATUN,5.0,2 bulan lalu,"mknnnya slalu enakk, aplg siomaynya lof",https://lh3.googleusercontent.com/a-/ALV-UjVPPftOhTYc587vpHPmOuBd9ox3WcOH-pzqVgQjy3XxY-vB2eq4=w36-h36-p-rp-mo-br100
Thufel Addausi,5.0,4 bulan lalu,"tempatnya bagus ,lebih luas dan nyaman",https://lh3.googleusercontent.com/a-/ALV-UjVOyEBaiQ9-yWvbXGVAE-oK4PPlgmEbSnh8Grwd4LFBjk54A4nz=w36-h36-p-rp-mo-br100
Bella Margiana,5.0,3 bulan lalu,pelayanannya bagus banget humoris,https://lh3.googleusercontent.com/a-/ALV-UjXtUSe7GAvYgpDsUhbhgWsuLIoiZt0q1r867hlTbSUnB127vyE=w36-h36-p-rp-mo-br100
Jannah Mitaa,5.0,3 bulan lalu,pelayanannn ramahhh syekaliiiii😍🥰🥰🥰🥰 …,https://lh3.googleusercontent.com/a/ACg8ocKN2bMzTcYqJNKS61veaUyD7TQvAU5aAkqnAmksp5lDIgM7vg=w36-h36-p-rp-mo-br100
irawati nela,5.0,2 bulan lalu,pelayanannya nyaman,https://lh3.googleusercontent.com/a/ACg8ocLlS2YOSwaM_sd0PvS1udxtP08HzDN00txrnior8N_75J1MqA=w36-h36-p-rp-mo-br100
Etik Hidayati,5.0,4 bulan lalu,Pelayanan cukup memuaskan.,https://lh3.googleusercontent.com/a-/ALV-UjV47RN1Y9nJNfvqqNjKZJ5nOHjaQ_MSWtC9UhN7ZtjVDLxnUrQ=w36-h36-p-rp-mo-br100
Nadia Ns,5.0,3 bulan lalu,"tempatnya nyaman, semangat terus",https://lh3.googleusercontent.com/a-/ALV-UjUSekIw34KuxOdJrUGMFmYRtlSSZIAg3zg33bkLtOmJ3fK1yiDQ=w36-h36-p-rp-mo-br100
Rasyid Rasyid,3.0,2 bulan lalu,Tidak disediakan tempat cantolan mantel,https://lh3.googleusercontent.com/a/ACg8ocLPgP6OusEBHBAjWkDyktjhAOLqvdcAYs9YyhPM3tegBS09DA=w36-h36-p-rp-mo-br100
Arini Ica,5.0,sebulan lalu,"pelayanan ramah, cepat",https://lh3.googleusercontent.com/a/ACg8ocJzw1bRMf4-rSpNGOFUW_2ys5pTql2cggNAUxPjBc1WzsiNUg=w36-h36-p-rp-mo-br100
Irsyad Hasan,5.0,2 bulan lalu,Pelayanannya cepat dan ramahh,https://lh3.googleusercontent.com/a/ACg8ocLZxblTTVmyL__ZrpTRHSxXgVRhtQ2trbv-opLcZF51fGnkxA=w36-h36-p-rp-mo-br100
Ekaa 776,5.0,3 bulan lalu,"Gercep, parkiran luas,
Enakk poll, mantulll",https://lh3.googleusercontent.com/a/ACg8ocJVm__KZIR_omReSo-Wzgbl-dPkjQ_hAmAtHsiT2gVDv9wseA=w36-h36-p-rp-mo-br100
Rohman,5.0,2 bulan lalu,"Pegawainya ramah, nyaman",https://lh3.googleusercontent.com/a/ACg8ocLHZhkLOOeiOD2n-hZ5Wumk264ou52kWnoGhG-VBy1JQ9vTgA=w36-h36-p-rp-mo-br100
Wim Arya03,5.0,3 bulan lalu,Mantap👍 …,https://lh3.googleusercontent.com/a/ACg8ocLNBJAil5RHJT2i4iIh4sd__xtwSoSAtd1ZiCtlplCOxOfxeg=w36-h36-p-rp-mo-br100
Bella Safhira,5.0,4 bulan lalu,sangatt enak pelayanan ramah,https://lh3.googleusercontent.com/a/ACg8ocLb0NCukbDo1ejIwj4907EOKIFGhXbL5U7WXY0KWvVYNK_qF-8=w36-h36-p-rp-mo-br100
Sop Sop,5.0,4 bulan lalu,Bagus Dan ramah,https://lh3.googleusercontent.com/a/ACg8ocIsvrTE02ETIXhYcQgJUfB4SNY2jhK_0i5ti1Uj3rdTBoaITg=w36-h36-p-rp-mo-br100
Anggia Fbrn khry,5.0,2 bulan lalu,mantappp bgtt,https://lh3.googleusercontent.com/a-/ALV-UjV4WITCCD8x7msNIBDa6xPk7aBPOtJTnIxxBEdXO-G1chRPs9C2=w36-h36-p-rp-mo-br100
Scout,5.0,4 bulan lalu,"BAGUS SEKALI, PELAYAN CEPAT, KARYAWAN RAMAH, BISA DICOBA",https://lh3.googleusercontent.com/a/ACg8ocIbYH_UrzjXrdbbE_kzSPQMxSK6FPOw3mortBg0ExuHDuAmKw0=w36-h36-p-rp-mo-br100
sabilii,5.0,2 bulan lalu,nyaman dan enak untuk gibah dan cerita²,https://lh3.googleusercontent.com/a/ACg8ocIJQJilLtOgNk4y2J8tvJ1jEUQkkf4N5-KvbEF0D0NuXyDg5A=w36-h36-p-rp-mo-br100
jessica blonde,5.0,2 bulan lalu,Tempat sangat bagus,https://lh3.googleusercontent.com/a/ACg8ocJ4LWV5Ed7BvkMzUFTE7j_P7UYteL-c-MGSHxQMx6awBwkpOw=w36-h36-p-rp-mo-br100
Ika bella Safitri,5.0,sebulan lalu,nikmat dan makanan favorit semua orang,https://lh3.googleusercontent.com/a/ACg8ocIT1QatEYEILeFVU9AJfZeWK2gkXqi8eyE-KipjfWap-lApjA=w36-h36-p-rp-mo-br100
Keyla zahro Alifiah,5.0,3 bulan lalu,sangatt ramahhhh pelayanannyaa,https://lh3.googleusercontent.com/a/ACg8ocIZ7tTHzSEPm2SxJ45W_3-Uwz1wGl3FPyxx9qAxfnH4ZHYDtw=w36-h36-p-rp-mo-br100
Hilda Septia,5.0,4 bulan lalu,Tempatnya bagus,https://lh3.googleusercontent.com/a-/ALV-UjXgRrRrLWKFe-MHBlhsWqZpIYTXuGuYyWIMRAYZPSlovp5t5esB=w36-h36-p-rp-mo-br100
Syifa Salsabila_KS,5.0,3 bulan lalu,"tempat nya nyaman, dan bersih",https://lh3.googleusercontent.com/a-/ALV-UjUnSCnyAeOh5wo7VG22Y_5l8cIVFGdLQDgzucqfdItNQsqSsCg=w36-h36-p-rp-mo-br100
Sherly Wulandari,5.0,2 bulan lalu,Pelayanannya cepet dan ramahh,https://lh3.googleusercontent.com/a/ACg8ocLo1JFD_1c3pdarAv9ra2xcenntIbl3TkXnYFoeTjAuAmXW-w=w36-h36-p-rp-mo-br100
melia,5.0,2 bulan lalu,makanannya enak sip lah,https://lh3.googleusercontent.com/a-/ALV-UjWC8dRk5BR4mYS9k5bHSa6Re8dpE64zDbhx1OxZZN7hjA69AFI=w36-h36-p-rp-mo-br100
Seven Knight Rebirth korea,5.0,sebulan lalu,"Kesekian kalinya ke gacoan gaperna kecewa soal makanan tempat sama pelayanan perfect!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Yang gasuka gacoan minggirrrrr udang keju besttttt",https://lh3.googleusercontent.com/a/ACg8ocJKP_dYDCSAaIx5kObmM7fAv_DSq87f2Lz0kvP6GNEmFd324w=w36-h36-p-rp-mo-br100
Putriadelia Septyas,5.0,3 bulan lalu,tempatnya nyaman dan bagus👍🏻 …,https://lh3.googleusercontent.com/a/ACg8ocK1EAUaVYfcDD_ZycKfywktFUFnUNTvyEpBdF3rOjn-E54cmQ=w36-h36-p-rp-mo-br100
siti Aisyah,5.0,2 bulan lalu,"enakk , pelayanannya baikk",https://lh3.googleusercontent.com/a-/ALV-UjWxfT98ZWIIG7UUvk8UNDhF_0hfwtMb1VVEFg9KuphcSMbxnO4=w36-h36-p-rp-mo-br100
DINA WAKHIDATUS SHOLIHAH,5.0,sebulan lalu,"Pelayanan bagus, mantab",https://lh3.googleusercontent.com/a/ACg8ocJNx6a9Xhb0scYCNXqI03A8uLqMomOw66Gub-NR9yCz2M3sxQ=w36-h36-p-rp-mo-br100
